difficulty person_idx time_ms score
2 42 625 4
2 307 625 3
2 846 625 6
2 295 625 4
2 92 625 2
2 382 625 1
2 867 625 6
2 730 625 3
2 25 625 5
2 120 625 1
2 698 625 3
2 156 767 1
2 145 767 1
2 77 767 2
2 98 767 4
2 232 767 2
2 111 767 1
2 349 767 6
2 65 767 7
2 42 767 4
2 307 767 3
2 846 767 6
2 295 767 4
2 92 767 2
2 382 767 1
2 867 767 6
2 730 767 3
2 25 767 5
2 120 767 1
2 698 767 3
2 156 804 1
2 145 804 1
2 77 804 2
2 98 804 4
2 232 804 2
2 111 804 1
2 349 804 6
2 65 804 7
2 42 804 4
2 307 804 3
2 846 804 6
2 295 804 4
2 92 804 2
2 382 804 1
2 867 804 6
2 730 804 3
2 25 804 5
2 120 804 1
2 698 804 3
2 156 842 1
2 145 842 1
2 77 842 2
2 98 842 4
2 232 842 2
2 111 842 1
2 349 842 6
2 65 842 7
2 42 842 4
2 307 842 3
2 846 842 6
2 295 842 4
2 92 842 2
2 382 842 1
2 867 842 6
2 730 842 3
2 25 842 5
2 120 842 1
2 698 842 3
2 156 858 1
2 145 858 1
2 77 858 2
2 98 858 4
2 232 858 2
2 111 858 1
2 349 858 6
2 65 858 7
2 42 858 4
2 307 858 3
2 846 858 6
2 295 858 4
2 92 858 2
2 382 858 1
2 867 858 6
2 730 858 3
2 25 858 5
2 120 858 1
2 698 858 3
2 156 955 1
2 145 955 1
2 77 955 2
2 98 955 4
2 232 955 2
2 111 955 1
2 349 955 6
2 65 955 7
2 42 955 4
2 307 955 3
2 846 955 6
2 295 955 4
2 92 955 2
2 382 955 1
2 867 955 6
2 730 955 3
2 25 955 5
2 120 955 1
2 698 955 3
2 156 1004 1
2 145 1004 1
2 77 1004 2
2 98 1004 4
2 232 1004 2
2 111 1004 1
2 349 1004 6
2 65 1004 7
2 42 1004 4
2 307 1004 3
2 846 1004 6
2 295 1004 4
2 92 1004 2
2 382 1004 1
2 867 1004 6
2 730 1004 3
2 25 1004 5
2 120 1004 1
2 698 1004 3
2 156 1005 1
2 145 1005 1
2 77 1005 2
2 98 1005 4
2 232 1005 2
2 111 1005 1
2 349 1005 6
2 65 1005 7
2 42 1005 4
2 307 1005 4
2 846 1005 6
2 295 1005 4
2 92 1005 2
2 382 1005 1
2 867 1005 6
2 730 1005 3
2 25 1005 5
2 120 1005 1
2 698 1005 3
2 156 1009 1
2 145 1009 2
2 77 1009 2
2 98 1009 4
2 232 1009 3
2 111 1009 1
2 349 1009 6
2 65 1009 7
2 42 1009 4
2 307 1009 4
2 846 1009 6
2 295 1009 4
2 92 1009 2
2 382 1009 1
2 867 1009 6
2 730 1009 3
2 25 1009 5
2 120 1009 1
2 698 1009 3
2 156 1084 1
2 145 1084 2
2 77 1084 2
2 98 1084 4
2 232 1084 3
2 111 1084 1
2 349 1084 7
2 65 1084 8
2 42 1084 6
2 307 1084 4
2 846 1084 7
2 295 1084 4
2 92 1084 2
2 382 1084 1
2 867 1084 6
2 730 1084 3
2 25 1084 5
2 120 1084 1
2 698 1084 3
2 156 1090 1
2 145 1090 2
2 77 1090 2
2 98 1090 4
2 232 1090 3
2 111 1090 1
2 349 1090 7
2 65 1090 8
2 42 1090 6
2 307 1090 4
2 846 1090 7
2 295 1090 4
2 92 1090 2
2 382 1090 1
2 867 1090 8
2 730 1090 5
2 25 1090 5
2 120 1090 1
2 698 1090 3
2 156 1271 1
2 145 1271 2
2 77 1271 2
2 98 1271 4
2 232 1271 3
2 111 1271 1
2 349 1271 7
2 65 1271 8
2 42 1271 6
2 307 1271 4
2 846 1271 7
2 295 1271 4
2 92 1271 2
2 382 1271 1
2 867 1271 8
2 730 1271 5
2 25 1271 5
2 120 1271 1
2 698 1271 3
2 156 1272 1
2 145 1272 2
2 77 1272 2
2 98 1272 4
2 232 1272 3
2 111 1272 1
2 349 1272 8
2 65 1272 8
2 42 1272 9
2 307 1272 6
2 846 1272 10
2 295 1272 4
2 92 1272 2
2 382 1272 1
2 867 1272 8
2 730 1272 5
2 25 1272 8
2 120 1272 1
2 698 1272 3
2 156 1276 1
2 145 1276 2
2 77 1276 2
2 98 1276 4
2 232 1276 3
2 111 1276 1
2 349 1276 8
2 65 1276 8
2 42 1276 9
2 307 1276 6
2 846 1276 10
2 295 1276 4
2 92 1276 2
2 382 1276 1
2 867 1276 8
2 730 1276 5
2 25 1276 8
2 120 1276 1
2 698 1276 3
2 156 1279 1
2 145 1279 2
2 77 1279 2
2 98 1279 4
2 232 1279 3
2 111 1279 1
2 349 1279 8
2 65 1279 8
2 42 1279 9
2 307 1279 6
2 846 1279 10
2 295 1279 4
2 92 1279 2
2 382 1279 1
2 867 1279 8
2 730 1279 5
2 25 1279 8
2 120 1279 1
2 698 1279 3
2 156 1311 1
2 145 1311 2
2 77 1311 2
2 98 1311 4
2 232 1311 3
2 111 1311 1
2 349 1311 8
2 65 1311 8
2 42 1311 9
2 307 1311 6
2 846 1311 10
2 295 1311 4
2 92 1311 2
2 382 1311 1
2 867 1311 8
2 730 1311 5
2 25 1311 8
2 120 1311 1
2 698 1311 3
2 156 1316 1
2 145 1316 2
2 77 1316 2
2 98 1316 4
2 232 1316 3
2 111 1316 1
2 349 1316 8
2 65 1316 8
2 42 1316 9
2 307 1316 6
2 846 1316 10
2 295 1316 4
2 92 1316 2
2 382 1316 1
2 867 1316 8
2 730 1316 5
2 25 1316 8
2 120 1316 1
2 698 1316 3
2 156 1317 1
2 145 1317 2
2 77 1317 2
2 98 1317 4
2 232 1317 3
2 111 1317 1
2 349 1317 8
2 65 1317 10
2 42 1317 9
2 307 1317 6
2 846 1317 10
2 295 1317 4
2 92 1317 2
2 382 1317 1
2 867 1317 8
2 730 1317 5
2 25 1317 8
2 120 1317 1
2 698 1317 3
2 156 1321 1
2 145 1321 4
2 77 1321 2
2 98 1321 5
2 232 1321 4
2 111 1321 1
2 349 1321 8
2 65 1321 10
2 42 1321 9
2 307 1321 6
2 846 1321 10
2 295 1321 4
2 92 1321 2
2 382 1321 1
2 867 1321 8
2 730 1321 5
2 25 1321 8
2 120 1321 1
2 698 1321 3
2 156 1345 1
2 145 1345 4
2 77 1345 2
2 98 1345 5
2 232 1345 4
2 111 1345 1
2 349 1345 8
2 65 1345 10
2 42 1345 9
2 307 1345 6
2 846 1345 10
2 295 1345 4
2 92 1345 2
2 382 1345 1
2 867 1345 8
2 730 1345 5
2 25 1345 8
2 120 1345 1
2 698 1345 3
2 156 1363 1
2 145 1363 4
2 77 1363 2
2 98 1363 5
2 232 1363 4
2 111 1363 1
2 349 1363 8
2 65 1363 10
2 42 1363 9
2 307 1363 6
2 846 1363 10
2 295 1363 5
2 92 1363 3
2 382 1363 1
2 867 1363 9
2 730 1363 5
2 25 1363 10
2 120 1363 1
2 698 1363 3
2 156 1516 1
2 145 1516 4
2 77 1516 2
2 98 1516 5
2 232 1516 4
2 111 1516 1
2 349 1516 8
2 65 1516 10
2 42 1516 9
2 307 1516 6
2 846 1516 10
2 295 1516 5
2 92 1516 3
2 382 1516 1
2 867 1516 9
2 730 1516 5
2 25 1516 10
2 120 1516 1
2 698 1516 3
2 156 1591 1
2 145 1591 4
2 77 1591 2
2 98 1591 5
2 232 1591 4
2 111 1591 1
2 349 1591 8
2 65 1591 10
2 42 1591 9
2 307 1591 6
2 846 1591 10
2 295 1591 5
2 92 1591 3
2 382 1591 1
2 867 1591 9
2 730 1591 5
2 25 1591 10
2 120 1591 1
2 698 1591 3
2 156 1592 1
2 145 1592 4
2 77 1592 2
2 98 1592 5
2 232 1592 4
2 111 1592 1
2 349 1592 8
2 65 1592 10
2 42 1592 9
2 307 1592 6
2 846 1592 10
2 295 1592 5
2 92 1592 3
2 382 1592 1
2 867 1592 9
2 730 1592 5
2 25 1592 10
2 120 1592 1
2 698 1592 3
2 156 1593 1
2 145 1593 4
2 77 1593 2
2 98 1593 5
2 232 1593 4
2 111 1593 1
2 349 1593 8
2 65 1593 10
2 42 1593 9
2 307 1593 8
2 846 1593 12
2 295 1593 5
2 92 1593 3
2 382 1593 1
2 867 1593 12
2 730 1593 5
2 25 1593 10
2 120 1593 1
2 698 1593 3
2 156 1594 1
2 145 1594 4
2 77 1594 2
2 98 1594 5
2 232 1594 4
2 111 1594 1
2 349 1594 8
2 65 1594 10
2 42 1594 9
2 307 1594 8
2 846 1594 12
2 295 1594 5
2 92 1594 3
2 382 1594 1
2 867 1594 12
2 730 1594 5
2 25 1594 10
2 120 1594 1
2 698 1594 3
2 156 1740 1
2 145 1740 4
2 77 1740 2
2 98 1740 5
2 232 1740 4
2 111 1740 1
2 349 1740 8
2 65 1740 10
2 42 1740 9
2 307 1740 8
2 846 1740 12
2 295 1740 5
2 92 1740 3
2 382 1740 1
2 867 1740 12
2 730 1740 5
2 25 1740 10
2 120 1740 1
2 698 1740 3
2 156 1742 1
2 145 1742 4
2 77 1742 2
2 98 1742 5
2 232 1742 4
2 111 1742 1
2 349 1742 8
2 65 1742 10
2 42 1742 9
2 307 1742 8
2 846 1742 12
2 295 1742 5
2 92 1742 3
2 382 1742 1
2 867 1742 12
2 730 1742 5
2 25 1742 10
2 120 1742 1
2 698 1742 3
2 156 1765 1
2 145 1765 4
2 77 1765 2
2 98 1765 5
2 232 1765 4
2 111 1765 1
2 349 1765 8
2 65 1765 10
2 42 1765 9
2 307 1765 8
2 846 1765 12
2 295 1765 5
2 92 1765 3
2 382 1765 1
2 867 1765 12
2 730 1765 5
2 25 1765 10
2 120 1765 1
2 698 1765 3
2 156 1776 1
2 145 1776 4
2 77 1776 2
2 98 1776 5
2 232 1776 4
2 111 1776 1
2 349 1776 8
2 65 1776 10
2 42 1776 9
2 307 1776 8
2 846 1776 12
2 295 1776 5
2 92 1776 3
2 382 1776 1
2 867 1776 12
2 730 1776 5
2 25 1776 10
2 120 1776 1
2 698 1776 3
2 156 1777 1
2 145 1777 4
2 77 1777 2
2 98 1777 5
2 232 1777 4
2 111 1777 1
2 349 1777 8
2 65 1777 10
2 42 1777 9
2 307 1777 8
2 846 1777 12
2 295 1777 5
2 92 1777 3
2 382 1777 1
2 867 1777 12
2 730 1777 5
2 25 1777 10
2 120 1777 1
2 698 1777 3
2 156 1778 1
2 145 1778 4
2 77 1778 2
2 98 1778 5
2 232 1778 4
2 111 1778 1
2 349 1778 8
2 65 1778 10
2 42 1778 9
2 307 1778 8
2 846 1778 12
2 295 1778 5
2 92 1778 3
2 382 1778 1
2 867 1778 12
2 730 1778 5
2 25 1778 10
2 120 1778 1
2 698 1778 3
2 156 1779 1
2 145 1779 4
2 77 1779 2
2 98 1779 8
2 232 1779 4
2 111 1779 1
2 349 1779 8
2 65 1779 10
2 42 1779 9
2 307 1779 9
2 846 1779 12
2 295 1779 5
2 92 1779 3
2 382 1779 1
2 867 1779 15
2 730 1779 5
2 25 1779 10
2 120 1779 1
2 698 1779 3
2 156 1780 1
2 145 1780 4
2 77 1780 2
2 98 1780 8
2 232 1780 4
2 111 1780 1
2 349 1780 11
2 65 1780 11
2 42 1780 9
2 307 1780 12
2 846 1780 12
2 295 1780 5
2 92 1780 3
2 382 1780 1
2 867 1780 15
2 730 1780 5
2 25 1780 10
2 120 1780 1
2 698 1780 3
2 156 1808 1
2 145 1808 4
2 77 1808 2
2 98 1808 8
2 232 1808 4
2 111 1808 1
2 349 1808 11
2 65 1808 11
2 42 1808 9
2 307 1808 12
2 846 1808 12
2 295 1808 5
2 92 1808 3
2 382 1808 1
2 867 1808 15
2 730 1808 5
2 25 1808 10
2 120 1808 1
2 698 1808 3
2 156 1836 1
2 145 1836 4
2 77 1836 2
2 98 1836 8
2 232 1836 4
2 111 1836 1
2 349 1836 11
2 65 1836 11
2 42 1836 9
2 307 1836 12
2 846 1836 12
2 295 1836 5
2 92 1836 3
2 382 1836 1
2 867 1836 15
2 730 1836 5
2 25 1836 10
2 120 1836 1
2 698 1836 3
2 156 1854 1
2 145 1854 4
2 77 1854 2
2 98 1854 8
2 232 1854 4
2 111 1854 1
2 349 1854 11
2 65 1854 11
2 42 1854 9
2 307 1854 12
2 846 1854 12
2 295 1854 7
2 92 1854 5
2 382 1854 1
2 867 1854 17
2 730 1854 5
2 25 1854 12
2 120 1854 3
2 698 1854 3
2 156 1909 1
2 145 1909 4
2 77 1909 2
2 98 1909 8
2 232 1909 4
2 111 1909 1
2 349 1909 11
2 65 1909 11
2 42 1909 9
2 307 1909 12
2 846 1909 12
2 295 1909 7
2 92 1909 5
2 382 1909 1
2 867 1909 17
2 730 1909 5
2 25 1909 12
2 120 1909 3
2 698 1909 3
2 156 1953 1
2 145 1953 6
2 77 1953 2
2 98 1953 8
2 232 1953 4
2 111 1953 1
2 349 1953 11
2 65 1953 11
2 42 1953 9
2 307 1953 12
2 846 1953 12
2 295 1953 7
2 92 1953 5
2 382 1953 1
2 867 1953 17
2 730 1953 5
2 25 1953 12
2 120 1953 3
2 698 1953 3
2 156 1957 1
2 145 1957 6
2 77 1957 2
2 98 1957 8
2 232 1957 4
2 111 1957 1
2 349 1957 11
2 65 1957 11
2 42 1957 9
2 307 1957 12
2 846 1957 13
2 295 1957 7
2 92 1957 5
2 382 1957 1
2 867 1957 17
2 730 1957 5
2 25 1957 12
2 120 1957 3
2 698 1957 3
2 156 1963 1
2 145 1963 6
2 77 1963 2
2 98 1963 8
2 232 1963 4
2 111 1963 1
2 349 1963 11
2 65 1963 11
2 42 1963 9
2 307 1963 12
2 846 1963 13
2 295 1963 7
2 92 1963 6
2 382 1963 1
2 867 1963 17
2 730 1963 5
2 25 1963 12
2 120 1963 3
2 698 1963 3
2 156 2027 1
2 145 2027 6
2 77 2027 2
2 98 2027 9
2 232 2027 4
2 111 2027 1
2 349 2027 11
2 65 2027 11
2 42 2027 11
2 307 2027 12
2 846 2027 13
2 295 2027 7
2 92 2027 6
2 382 2027 1
2 867 2027 17
2 730 2027 5
2 25 2027 15
2 120 2027 3
2 698 2027 3
2 156 2028 1
2 145 2028 6
2 77 2028 2
2 98 2028 9
2 232 2028 4
2 111 2028 1
2 349 2028 11
2 65 2028 11
2 42 2028 11
2 307 2028 12
2 846 2028 13
2 295 2028 7
2 92 2028 6
2 382 2028 1
2 867 2028 17
2 730 2028 5
2 25 2028 15
2 120 2028 3
2 698 2028 3
2 156 2035 1
2 145 2035 6
2 77 2035 2
2 98 2035 9
2 232 2035 4
2 111 2035 1
2 349 2035 11
2 65 2035 11
2 42 2035 11
2 307 2035 12
2 846 2035 13
2 295 2035 7
2 92 2035 6
2 382 2035 1
2 867 2035 17
2 730 2035 5
2 25 2035 15
2 120 2035 3
2 698 2035 3
2 156 2036 1
2 145 2036 6
2 77 2036 2
2 98 2036 9
2 232 2036 4
2 111 2036 1
2 349 2036 11
2 65 2036 11
2 42 2036 11
2 307 2036 12
2 846 2036 13
2 295 2036 7
2 92 2036 6
2 382 2036 1
2 867 2036 17
2 730 2036 5
2 25 2036 15
2 120 2036 3
2 698 2036 3
2 156 2037 1
2 145 2037 6
2 77 2037 2
2 98 2037 9
2 232 2037 4
2 111 2037 1
2 349 2037 11
2 65 2037 11
2 42 2037 11
2 307 2037 12
2 846 2037 13
2 295 2037 7
2 92 2037 6
2 382 2037 1
2 867 2037 17
2 730 2037 5
2 25 2037 15
2 120 2037 3
2 698 2037 3
2 156 2040 1
2 145 2040 6
2 77 2040 2
2 98 2040 9
2 232 2040 4
2 111 2040 1
2 349 2040 11
2 65 2040 11
2 42 2040 11
2 307 2040 12
2 846 2040 13
2 295 2040 7
2 92 2040 6
2 382 2040 1
2 867 2040 17
2 730 2040 5
2 25 2040 15
2 120 2040 3
2 698 2040 3
2 156 2042 1
2 145 2042 6
2 77 2042 2
2 98 2042 9
2 232 2042 4
2 111 2042 1
2 349 2042 11
2 65 2042 11
2 42 2042 11
2 307 2042 12
2 846 2042 13
2 295 2042 7
2 92 2042 6
2 382 2042 1
2 867 2042 17
2 730 2042 5
2 25 2042 15
2 120 2042 3
2 698 2042 3
2 156 2043 1
2 145 2043 6
2 77 2043 2
2 98 2043 9
2 232 2043 4
2 111 2043 1
2 349 2043 11
2 65 2043 11
2 42 2043 11
2 307 2043 12
2 846 2043 13
2 295 2043 7
2 92 2043 6
2 382 2043 1
2 867 2043 17
2 730 2043 5
2 25 2043 15
2 120 2043 3
2 698 2043 3
2 156 2044 1
2 145 2044 6
2 77 2044 2
2 98 2044 9
2 232 2044 4
2 111 2044 1
2 349 2044 11
2 65 2044 11
2 42 2044 11
2 307 2044 13
2 846 2044 13
2 295 2044 7
2 92 2044 6
2 382 2044 1
2 867 2044 17
2 730 2044 5
2 25 2044 15
2 120 2044 3
2 698 2044 3
2 156 2047 1
2 145 2047 7
2 77 2047 2
2 98 2047 9
2 232 2047 8
2 111 2047 1
2 349 2047 11
2 65 2047 11
2 42 2047 11
2 307 2047 13
2 846 2047 13
2 295 2047 7
2 92 2047 6
2 382 2047 1
2 867 2047 17
2 730 2047 5
2 25 2047 15
2 120 2047 3
2 698 2047 3
2 156 2124 3
2 145 2124 7
2 77 2124 2
2 98 2124 9
2 232 2124 8
2 111 2124 1
2 349 2124 11
2 65 2124 11
2 42 2124 11
2 307 2124 13
2 846 2124 13
2 295 2124 7
2 92 2124 6
2 382 2124 1
2 867 2124 17
2 730 2124 5
2 25 2124 15
2 120 2124 3
2 698 2124 3
2 156 2137 3
2 145 2137 7
2 77 2137 2
2 98 2137 9
2 232 2137 8
2 111 2137 1
2 349 2137 11
2 65 2137 11
2 42 2137 11
2 307 2137 13
2 846 2137 13
2 295 2137 7
2 92 2137 6
2 382 2137 1
2 867 2137 17
2 730 2137 5
2 25 2137 15
2 120 2137 3
2 698 2137 3
2 156 2171 3
2 145 2171 7
2 77 2171 2
2 98 2171 9
2 232 2171 8
2 111 2171 1
2 349 2171 11
2 65 2171 11
2 42 2171 11
2 307 2171 13
2 846 2171 13
2 295 2171 7
2 92 2171 6
2 382 2171 1
2 867 2171 17
2 730 2171 5
2 25 2171 15
2 120 2171 3
2 698 2171 4
2 156 2396 3
2 145 2396 7
2 77 2396 2
2 98 2396 9
2 232 2396 8
2 111 2396 1
2 349 2396 11
2 65 2396 11
2 42 2396 11
2 307 2396 13
2 846 2396 13
2 295 2396 7
2 92 2396 6
2 382 2396 1
2 867 2396 17
2 730 2396 5
2 25 2396 15
2 120 2396 3
2 698 2396 4
2 156 2771 3
2 145 2771 7
2 77 2771 2
2 98 2771 9
2 232 2771 8
2 111 2771 1
2 349 2771 11
2 65 2771 11
2 42 2771 11
2 307 2771 13
2 846 2771 13
2 295 2771 7
2 92 2771 6
2 382 2771 1
2 867 2771 17
2 730 2771 5
2 25 2771 15
2 120 2771 3
2 698 2771 4
2 156 2855 3
2 145 2855 7
2 77 2855 2
2 98 2855 9
2 232 2855 8
2 111 2855 1
2 349 2855 11
2 65 2855 11
2 42 2855 11
2 307 2855 13
2 846 2855 13
2 295 2855 7
2 92 2855 6
2 382 2855 1
2 867 2855 17
2 730 2855 5
2 25 2855 15
2 120 2855 3
2 698 2855 4
2 156 2875 3
2 145 2875 7
2 77 2875 2
2 98 2875 9
2 232 2875 8
2 111 2875 1
2 349 2875 11
2 65 2875 11
2 42 2875 11
2 307 2875 13
2 846 2875 13
2 295 2875 7
2 92 2875 6
2 382 2875 1
2 867 2875 17
2 730 2875 5
2 25 2875 15
2 120 2875 3
2 698 2875 4
2 156 2880 3
2 145 2880 7
2 77 2880 2
2 98 2880 9
2 232 2880 8
2 111 2880 1
2 349 2880 11
2 65 2880 11
2 42 2880 11
2 307 2880 13
2 846 2880 13
2 295 2880 7
2 92 2880 6
2 382 2880 1
2 867 2880 17
2 730 2880 5
2 25 2880 15
2 120 2880 3
2 698 2880 4
1 826 0 2
1 404 0 2
1 63 0 4
1 483 0 2
1 236 0 1
1 22 0 2
1 228 0 1
1 570 0 1
1 563 0 2
1 33 0 1
1 754 0 2
1 285 0 4
1 294 0 1
1 74 0 2
1 65 0 2
1 595 0 1
1 747 0 2
1 692 0 1
1 202 0 2
1 826 1 2
1 404 1 2
1 63 1 4
1 483 1 2
1 236 1 1
1 22 1 2
1 228 1 1
1 570 1 1
1 563 1 2
1 33 1 1
1 754 1 2
1 285 1 4
1 294 1 1
1 74 1 2
1 65 1 2
1 595 1 1
1 747 1 2
1 692 1 1
1 202 1 2
1 826 46 2
1 404 46 2
1 63 46 4
1 483 46 2
1 236 46 1
1 22 46 2
1 228 46 1
1 570 46 1
1 563 46 2
1 33 46 1
1 754 46 2
1 285 46 4
1 294 46 1
1 74 46 2
1 65 46 2
1 595 46 1
1 747 46 2
1 692 46 1
1 202 46 2
1 826 103 2
1 404 103 2
1 63 103 4
1 483 103 2
1 236 103 1
1 22 103 2
1 228 103 1
1 570 103 1
1 563 103 2
1 33 103 1
1 754 103 2
1 285 103 4
1 294 103 1
1 74 103 2
1 65 103 2
1 595 103 1
1 747 103 2
1 692 103 1
1 202 103 2
1 826 152 2
1 404 152 2
1 63 152 4
1 483 152 2
1 236 152 1
1 22 152 2
1 228 152 1
1 570 152 1
1 563 152 2
1 33 152 1
1 754 152 2
1 285 152 4
1 294 152 1
1 74 152 2
1 65 152 2
1 595 152 1
1 747 152 2
1 692 152 1
1 202 152 2
1 826 156 2
1 404 156 2
1 63 156 4
1 483 156 2
1 236 156 1
1 22 156 2
1 228 156 1
1 570 156 1
1 563 156 2
1 33 156 1
1 754 156 2
1 285 156 4
1 294 156 1
1 74 156 2
1 65 156 2
1 595 156 1
1 747 156 2
1 692 156 1
1 202 156 2
1 826 157 2
1 404 157 2
1 63 157 4
1 483 157 2
1 236 157 1
1 22 157 2
1 228 157 1
1 570 157 1
1 563 157 2
1 33 157 1
1 754 157 2
1 285 157 4
1 294 157 1
1 74 157 2
1 65 157 2
1 595 157 1
1 747 157 2
1 692 157 1
1 202 157 2
1 826 158 2
1 404 158 2
1 63 158 4
1 483 158 2
1 236 158 1
1 22 158 3
1 228 158 1
1 570 158 1
1 563 158 2
1 33 158 1
1 754 158 2
1 285 158 4
1 294 158 1
1 74 158 2
1 65 158 2
1 595 158 1
1 747 158 2
1 692 158 1
1 202 158 2
1 826 159 2
1 404 159 2
1 63 159 4
1 483 159 2
1 236 159 1
1 22 159 3
1 228 159 1
1 570 159 1
1 563 159 2
1 33 159 1
1 754 159 2
1 285 159 4
1 294 159 1
1 74 159 2
1 65 159 2
1 595 159 1
1 747 159 2
1 692 159 1
1 202 159 2
1 826 199 2
1 404 199 2
1 63 199 4
1 483 199 2
1 236 199 1
1 22 199 3
1 228 199 1
1 570 199 1
1 563 199 2
1 33 199 1
1 754 199 2
1 285 199 4
1 294 199 1
1 74 199 2
1 65 199 2
1 595 199 1
1 747 199 2
1 692 199 1
1 202 199 2
1 826 276 2
1 404 276 2
1 63 276 4
1 483 276 2
1 236 276 1
1 22 276 3
1 228 276 1
1 570 276 1
1 563 276 2
1 33 276 1
1 754 276 2
1 285 276 4
1 294 276 1
1 74 276 2
1 65 276 2
1 595 276 1
1 747 276 2
1 692 276 1
1 202 276 2
1 826 312 2
1 404 312 2
1 63 312 4
1 483 312 2
1 236 312 1
1 22 312 3
1 228 312 1
1 570 312 1
1 563 312 2
1 33 312 1
1 754 312 2
1 285 312 4
1 294 312 1
1 74 312 2
1 65 312 2
1 595 312 1
1 747 312 2
1 692 312 1
1 202 312 2
1 826 326 2
1 404 326 2
1 63 326 4
1 483 326 2
1 236 326 1
1 22 326 3
1 228 326 1
1 570 326 1
1 563 326 2
1 33 326 1
1 754 326 2
1 285 326 4
1 294 326 1
1 74 326 2
1 65 326 2
1 595 326 1
1 747 326 2
1 692 326 1
1 202 326 2
1 826 331 2
1 404 331 2
1 63 331 4
1 483 331 2
1 236 331 1
1 22 331 3
1 228 331 1
1 570 331 1
1 563 331 2
1 33 331 1
1 754 331 2
1 285 331 4
1 294 331 1
1 74 331 2
1 65 331 2
1 595 331 1
1 747 331 2
1 692 331 1
1 202 331 2
1 826 335 2
1 404 335 2
1 63 335 4
1 483 335 2
1 236 335 1
1 22 335 3
1 228 335 1
1 570 335 1
1 563 335 2
1 33 335 1
1 754 335 2
1 285 335 4
1 294 335 1
1 74 335 2
1 65 335 2
1 595 335 1
1 747 335 2
1 692 335 1
1 202 335 2
1 826 336 3
1 404 336 2
1 63 336 4
1 483 336 4
1 236 336 1
1 22 336 3
1 228 336 1
1 570 336 1
1 563 336 2
1 33 336 1
1 754 336 2
1 285 336 4
1 294 336 1
1 74 336 2
1 65 336 2
1 595 336 1
1 747 336 2
1 692 336 1
1 202 336 2
1 826 337 3
1 404 337 2
1 63 337 4
1 483 337 4
1 236 337 1
1 22 337 3
1 228 337 1
1 570 337 1
1 563 337 2
1 33 337 1
1 754 337 2
1 285 337 4
1 294 337 1
1 74 337 2
1 65 337 2
1 595 337 1
1 747 337 2
1 692 337 1
1 202 337 2
1 826 344 3
1 404 344 2
1 63 344 4
1 483 344 4
1 236 344 1
1 22 344 3
1 228 344 1
1 570 344 1
1 563 344 2
1 33 344 1
1 754 344 2
1 285 344 4
1 294 344 1
1 74 344 2
1 65 344 2
1 595 344 1
1 747 344 2
1 692 344 1
1 202 344 2
1 826 345 3
1 404 345 2
1 63 345 6
1 483 345 4
1 236 345 1
1 22 345 4
1 228 345 1
1 570 345 1
1 563 345 2
1 33 345 1
1 754 345 2
1 285 345 4
1 294 345 1
1 74 345 2
1 65 345 2
1 595 345 1
1 747 345 2
1 692 345 1
1 202 345 2
1 826 346 3
1 404 346 2
1 63 346 6
1 483 346 4
1 236 346 1
1 22 346 4
1 228 346 1
1 570 346 1
1 563 346 2
1 33 346 1
1 754 346 2
1 285 346 4
1 294 346 1
1 74 346 2
1 65 346 2
1 595 346 1
1 747 346 2
1 692 346 1
1 202 346 2
1 826 358 3
1 404 358 2
1 63 358 6
1 483 358 4
1 236 358 1
1 22 358 4
1 228 358 1
1 570 358 1
1 563 358 2
1 33 358 1
1 754 358 2
1 285 358 4
1 294 358 1
1 74 358 2
1 65 358 2
1 595 358 1
1 747 358 2
1 692 358 1
1 202 358 2
1 826 359 3
1 404 359 2
1 63 359 6
1 483 359 4
1 236 359 1
1 22 359 6
1 228 359 1
1 570 359 1
1 563 359 2
1 33 359 1
1 754 359 2
1 285 359 4
1 294 359 1
1 74 359 2
1 65 359 2
1 595 359 1
1 747 359 2
1 692 359 1
1 202 359 2
1 826 362 3
1 404 362 2
1 63 362 7
1 483 362 4
1 236 362 1
1 22 362 6
1 228 362 1
1 570 362 1
1 563 362 2
1 33 362 1
1 754 362 2
1 285 362 4
1 294 362 1
1 74 362 2
1 65 362 2
1 595 362 1
1 747 362 2
1 692 362 1
1 202 362 2
1 826 364 3
1 404 364 2
1 63 364 7
1 483 364 4
1 236 364 1
1 22 364 6
1 228 364 1
1 570 364 1
1 563 364 2
1 33 364 1
1 754 364 2
1 285 364 4
1 294 364 1
1 74 364 2
1 65 364 2
1 595 364 1
1 747 364 2
1 692 364 1
1 202 364 2
1 826 415 5
1 404 415 2
1 63 415 7
1 483 415 4
1 236 415 1
1 22 415 6
1 228 415 1
1 570 415 1
1 563 415 2
1 33 415 1
1 754 415 2
1 285 415 4
1 294 415 1
1 74 415 2
1 65 415 2
1 595 415 1
1 747 415 2
1 692 415 1
1 202 415 2
1 826 421 5
1 404 421 2
1 63 421 7
1 483 421 4
1 236 421 1
1 22 421 6
1 228 421 1
1 570 421 1
1 563 421 2
1 33 421 1
1 754 421 2
1 285 421 4
1 294 421 1
1 74 421 2
1 65 421 2
1 595 421 1
1 747 421 2
1 692 421 1
1 202 421 2
1 826 450 5
1 404 450 2
1 63 450 7
1 483 450 4
1 236 450 1
1 22 450 7
1 228 450 5
1 570 450 1
1 563 450 2
1 33 450 2
1 754 450 2
1 285 450 4
1 294 450 2
1 74 450 2
1 65 450 4
